Receipt ID,Date,Amount,Recurring Total Months,Recurrence Number,Recipient,Fundraising Page,Fundraising Partner,Reference Code 2,Reference Code,Donor First Name,Donor Last Name,Donor Addr1,Donor Addr2,Donor City,Donor State,Donor ZIP,Donor Country,Donor Occupation,Donor Employer,Donor Email,Donor Phone,New Express Signup,Comments,Check Number,Check Date,Employer Addr1,Employer Addr2,Employer City,Employer State,Employer ZIP,Employer Country,Donor ID,Fundraiser ID,Fundcandidateiser Recipient ID,Fundraiser Contact Email,Fundraiser Contact First Name,Fundraiser Contact Last Name,Partner ID,Partner Contact Email,Partner Contact First Name,Partner Contact Last Name,Reserved,Lineitem ID,AB Test Name,AB Variation,Recipient Committee,Recipient ID,Recipient Gov ID,Recipient Election,Reserved,Payment ID,Payment Date,Disbursement ID,Disbursement Date,Recovery ID,Recovery Date,Refund ID,Refund Date,Fee,Recur Weekly,ActBlue Express Lane,Reserved,Card Type,Reserved,Reserved,Reserved,Reserved,Mobile,Recurring Upsell Shown,Recurring Upsell Succeeded,Double Down,Smart Recurring,Monthly Recurring Amount,Apple Pay,Card Replaced by Account Updater,ActBlue Express Donor,Custom Field 1 Label,Custom Field 1 Value,Donor US Passport Number,Text Message Opt In,Gift Identifier,Gift Declined,Shipping Addr1,Shipping City,Shipping State,Shipping Zip,Shipping Country,Weekly Recurring Amount,Smart Boost Amount,Smart Boost Shown
AB195010026,2021-04-14 8:49:03,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Connor,Mulhern,2099 Juliet Avenue,,Saint Paul,MN,55105,United States,Student,National and Kapodistrian University of Athens,pretend384951579@example.com,9144772818,f,,400284813,2021-04-18,,,Athens,,157 72,Greece,,,candidatesocial,,,,,,,,,384951579,,,Example Candidate for Congress,115876,C00776658,,f,236682294,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195010036,2021-04-14 8:49:22,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_1401316_IVeJF_,em20210414-17198-el,Ana,De Luca Mayne,385 7th Ave,,Brooklyn,NY,11215,United States,Field Director,Self,pretend384951591@example.com,,f,,400284813,2021-04-18,,,Brooklyn,NY,11215,United States,,,org-20210414-candidate-1,,,,,,,,,384951591,,,Example Candidate for Congress,115876,C00776658,,f,236682305,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010058,2021-04-14 8:50:00,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_925925_wWg3oF,em20210414-17193,Lacy,Johnson,2406A Calumet,,Houston,TX,77004,United States,Attorney,Harris County,,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384951621,,,Example Candidate for Congress,115876,C00776658,,f,236682323,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010067,2021-04-14 8:50:13,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_480175_HTaF-0,em20210414-17198-el,James,Uleman,51 Roosevelt St.,,Pearl River,NY,10965,United States,professor,NYU,pretend384951632@example.com,9144772818,f,,400284813,2021-04-18,,,New York,NY,10965,United States,,,org-20210414-candidate-1,,,,,,,,,384951632,,,Example Candidate for Congress,115876,C00776658,,f,236682331,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,t,,MasterCard,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010084,2021-04-14 8:50:45,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,takeover,John,Rudden,271 Ave C,,NY,NY,10009,United States,Laywer,Self,pretend384951660@example.com,,f,,400284813,2021-04-18,,,New York,NY,10009,United States,,,orgwebsite-202104-candidate,,,,,,,,,384951660,,,Example Candidate for Congress,115876,C00776658,,f,236682354,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,t,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010101,2021-04-14 8:51:17,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Mustafa,Ilgin,516 Stinchcomb Dr Apt 7,,Columbus,OH,43202,United States,Server,Northstar Cafe,pretend384951682@example.com,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384951682,,,Example Candidate for Congress,115876,C00776658,,f,236682371,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195010111,2021-04-14 8:51:32,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_588027_ym7jV8,em20210414-17193,Martin,Steege,6100 Westchester Park Dr 1417,,College Park,MD,20740,United States,Not Employed,Not Employed,pretend384951698@example.com,,f,,400284813,2021-04-18,,,College Park,MD,20740,United States,,,org-20210414-candidate-1,,,,,,,,,384951698,,,Example Candidate for Congress,115876,C00776658,,f,236682382,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195010149,2021-04-14 8:53:07,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_1300769_rsYl76,em20210414-17198-el,Veronica,Harried,204 E. Hubert St.,,Edgerton,WI,53534,United States,Mental health counselor,OceanHawk counseling,pretend384951750@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384951750,,,Example Candidate for Congress,115876,C00776658,,f,236682429,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010211,2021-04-14 8:55:03,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Sam,Bernhardt,301 E 79th St Apt 22C,,NEW YORK,NY,10075,United States,Deputy Political Director,Food & Water Watch,pretend384951829@example.com,9144772818,f,,400284813,2021-04-18,,,Washington,DC,20036,United States,,,candidatesocial,,,,,,,,,384951829,,,Example Candidate for Congress,115876,C00776658,,f,236682491,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010264,2021-04-14 8:56:49,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_8456_vHXREU,em20210414-17193,Sue Ann,Zimmerman,103 Darden Road,,Chestertown,MD,21620,United States,Not Employed,Not Employed,pretend384951896@example.com,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384951896,,,Example Candidate for Congress,115876,C00776658,,f,236682544,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195010335,2021-04-14 8:59:04,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_1364469_F3CFS2,em20210414-17198,Hector Osvaldo,Rodriguez,171 west Oak st. Apt. 2F,,Chicago,IL,60610,United States,Not Employed,Not Employed,,,f,,400284813,2021-04-18,,,Chicago,IL,60610,United States,,,org-20210414-candidate-1,,,,,,,,,384951985,,,Example Candidate for Congress,115876,C00776658,,f,236682614,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010343,2021-04-14 8:59:24,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_103520_49yFdC,em20210414-17198-el,Lisa Breschi,Almond,546 Hart Ln,,Sebastopol,CA,95472,United States,Organizer,Self,pretend384951993@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384951993,,,Example Candidate for Congress,115876,C00776658,,f,236682619,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010371,2021-04-14 9:00:25,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_663728_MH0Mw_,em20210414-17198,Charles,Kimpston,720 Lakeview Ave.,,Polk City,IA,50226,United States,Not Employed,Not Employed,pretend384952027@example.com,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384952027,,,Example Candidate for Congress,115876,C00776658,,f,236682647,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195010393,2021-04-14 9:01:22,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_48447_YdazhQ,em20210414-17198-el,Ronald,Spencer,1732 Brandon Dr,,Winchester,VA,22601,United States,Production Editor,JHU,pretend384952055@example.com,9144772818,f,,400284813,2021-04-18,,,Winchester,VA,22601,United States,,,org-20210414-candidate-1,,,,,,,,,384952055,,,Example Candidate for Congress,115876,C00776658,,f,236682667,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010401,2021-04-14 9:01:32,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_181736_Kkesko,em20210414-17193-el,Astra,Taylor,509 2nd St 4R,,Brooklyn,NY,11215,United States,writer,self,pretend384952064@example.com,,,,400284813,2021-04-18,,,Brooklyn,NY,11215,United States,,,org-20210414-candidate-1,,,,,,,,,384952064,,,Example Candidate for Congress,115876,C00776658,,f,236682675,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,VISA,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195010322,2021-04-14 9:01:48,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_949658_2I_e8k,em20210414-other-17193,Jennifer,Chen,70 E 10th St Apt 10P,,New York,NY,10003,United States,Product Manager,Google,pretend384951970@example.com,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384951970,,,Example Candidate for Congress,115876,C00776658,,f,236682685,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,VISA,,,,,t,,,,,,t,,,,,,unknown,,,,,,,,,,
AB195010413,2021-04-14 9:01:50,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,John,Haba,22 Point O Woods Rd S,,Darien,CT,6820,United States,Not Employed,Not Employed,pretend384952078@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952078,,,Example Candidate for Congress,115876,C00776658,,f,236682687,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,,t,t,,,,unknown,,,,,,,,,,
AB195010465,2021-04-14 9:03:35,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_430241_TQadlV,em20210414-17198,m. l.,mccarthy,180 bay avenue,,marshfield,MA,2050,United States,self-employed,Create Write Now,pretend384952148@example.com,,f,,400284813,2021-04-18,,,marshfield,MA,2041,United States,,,org-20210414-candidate-1,,,,,,,,,384952148,,,Example Candidate for Congress,115876,C00776658,,f,236682735,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010474,2021-04-14 9:03:48,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_979957__BmHRh,em20210414-17193,Jessica,Montalvo,4847 N Winthrop Ave 1S,,Chicago,IL,60640,United States,Physician,Northwestern,,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384952159,,,Example Candidate for Congress,115876,C00776658,,f,236682742,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,t,,t,,,,unknown,,,,,,,,,,
AB195010493,2021-04-14 9:04:19,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Katen,Manion,144 West 23rd Street 7B,,New York,NY,10011,United States,Account Manager,Google,pretend384952186@example.com,,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384952186,,,Example Candidate for Congress,115876,C00776658,,f,236682761,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,American Express,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010522,2021-04-14 9:04:55,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Kevin,Cepeda,1811 E Highland Blvd,,San Antonio,TX,78210,United States,Grocery Worker,H‑E‑B,,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952222,,,Example Candidate for Congress,115876,C00776658,,f,236682785,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,MasterCard,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195010543,2021-04-14 9:05:32,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Danilo,Jimenez,540 West 53rd Street,,NY,NY,10019,United States,Teacher’s Assistant,Trinity School,pretend384952248@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384952248,,,Example Candidate for Congress,115876,C00776658,,f,236682807,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,VISA,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010563,2021-04-14 9:06:21,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,eric,max velez,4940 Nordley Village,,Westerville,OH,43081,United States,Not Employed,Not Employed,pretend384952275@example.com,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952275,,,Example Candidate for Congress,115876,C00776658,,f,236682834,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195010594,2021-04-14 9:07:15,25,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_16407_GqinLi,em20210414-17193-el,Paul,Bergeron,2455 Burnt Tree Lane #3,,East Lansing,MI,48823,United States,Postdoc,Michigan State University,pretend384952310@example.com,,f,,400284813,2021-04-18,,,East Lansing,MI,48824,United States,,,org-20210414-candidate-1,,,,,,,,,384952310,,,Example Candidate for Congress,115876,C00776658,,f,236682855,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.99,,t,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010624,2021-04-14 9:08:06,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Stefan,Baumgartner,288 Rhoda Dr.,,Lancaster,PA,17601,United States,Not Employed,Not Employed,pretend384952343@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952343,,,Example Candidate for Congress,115876,C00776658,,f,236682878,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195010646,2021-04-14 9:08:52,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Astrid,Aune,1418 Putnam Ave 2L,,Brooklyn,NY,11237,United States,Campaign Manager,City Council Race,pretend384952377@example.com,,,,400284813,2021-04-18,,,Brooklyn,NY,11237,United States,,,candidateweb,,,,,,,,,384952377,,,Example Candidate for Congress,115876,C00776658,,f,236682902,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195010660,2021-04-14 9:09:19,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,navbutton,Christopher,Badillo,1032 SW 124th Ave,,Miami,FL,33184,United States,Administrative Assistant,Miami Dade Counry Public School Board,pretend384952393@example.com,9144772818,f,,400284813,2021-04-18,,,,,,United States,,,candidateweb,,,,,,,,,384952393,,,Example Candidate for Congress,115876,C00776658,,f,236682913,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010701,2021-04-14 9:10:46,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_524166_8G7PD2,em20210414-17198,Ivan,Canino,D-6 calle ebano apt 905,,San Juan,PR,968,United States,Appraiser,Self-employed,pretend384952445@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384952445,,,Example Candidate for Congress,115876,C00776658,,f,236682953,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010761,2021-04-14 9:12:27,3,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Shreyas Amol,Jethwani,4071 SW 51st Road,,Ocala,FL,34474,United States,Strategist,Self,pretend384952520@example.com,9144772818,f,,400284813,2021-04-18,,,Ocala,FL,34474,United States,,,candidatesocial,,,,,,,,,384952520,,,Example Candidate for Congress,115876,C00776658,,f,236682998,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.12,,,,VISA,,,,,t,,,,,0,,,t,,,,unknown,,,,,,,,,,
AB195010804,2021-04-14 9:13:58,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Serge,Neborak,34 Dominick St,,New York,NY,10013,United States,Bartender,Westville,pretend384952577@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952577,,,Example Candidate for Congress,115876,C00776658,,f,236683046,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010919,2021-04-14 9:17:56,20,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Andrew,Theobald,1030 Jackson Ave,,Long Island City,NY,11101,United States,Coordinator,Northwestern Mutual,pretend384952728@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384952728,,,Example Candidate for Congress,115876,C00776658,,f,236683163,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.79,,,,MasterCard,,,,,t,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195010969,2021-04-14 9:19:42,15,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_775786__ZQEdh,em20210414-17198-el,Gail,Murtha,2736 Adrian Drive,,Davis,CA,95618,United States,Not Employed,Not Employed,pretend384952796@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384952796,,,Example Candidate for Congress,115876,C00776658,,f,236683211,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.6,,t,,MasterCard,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195010975,2021-04-14 9:19:59,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Alex,Smock,3238 nw 57th ter,,gainesville,FL,32606,United States,Not Employed,Not Employed,pretend384952802@example.com,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952802,,,Example Candidate for Congress,115876,C00776658,,f,236683224,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,MasterCard,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195010985,2021-04-14 9:20:24,4,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_69886_WoxGoh,em20210414-other-17198,Jerry,Bierens,475 E. Summit St. Apt. 12,,Milford,MI,48381,United States,Retired,GM,pretend384952819@example.com,,f,,400284813,2021-04-18,,,Milford,MI,48381,United States,,,org-20210414-candidate-1,,,,,,,,,384952819,,,Example Candidate for Congress,115876,C00776658,,f,236683229,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.16,,,,MasterCard,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011009,2021-04-14 9:21:02,100,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_15928_s6U5yU,em20210414-17198,W. Jefferson,Holt,PO Box 1029,,Carrboro,NC,27510,United States,real estate investor,self,pretend384952850@example.com,,f,,400284813,2021-04-18,,,Carrboro,NC,27510,United States,,,org-20210414-candidate-1,,,,,,,,,384952850,,,Example Candidate for Congress,115876,C00776658,,f,236683248,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,3.95,,,,VISA,,,,,,t,t,,t,0,,t,t,,,,unknown,,,,,,,,,,
AB195010978,2021-04-14 9:21:21,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Akagi,Kayashima,4 Weems Ln Apt 260,,Winchester,VA,22601,United States,Not Employed,Not Employed,pretend384952808@example.com,,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384952808,,,Example Candidate for Congress,115876,C00776658,,f,236683259,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,,,,,unknown,,,,,,,,,,
AB195011046,2021-04-14 9:22:00,50,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Nina,Berg,11 Perry St,,Cambridge,MA,2139,United States,Creative director,Self employed,pretend384952895@example.com,9144772818,,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384952895,,,Example Candidate for Congress,115876,C00776658,,f,236683285,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.98,,,,MasterCard,,,,,,t,,,,,,,,,,,unknown,,,,,,,,,,
AB195011056,2021-04-14 9:22:22,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Isaiah,Rodriguez,1839 Creek Drive,,Houston,TX,77080,United States,Delivery Driver,DoorDash,,9144772818,f,,400284813,2021-04-18,,,Houston,TX,77080,United States,,,candidatesocial,,,,,,,,,384952908,,,Example Candidate for Congress,115876,C00776658,,f,236683300,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011054,2021-04-14 9:22:35,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Michael,Clement,24 High View Drive,,Smithfield,RI,2917,United States,Intern,Fireside Campaigns,pretend384952904@example.com,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384952904,,,Example Candidate for Congress,115876,C00776658,,f,236683306,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,
AB195011072,2021-04-14 9:23:03,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Nakia,Stephens,424 Berkshire Drive,,Danville,VA,24541,United States,Not Employed,Not Employed,pretend384952932@example.com,,f,,400284813,2021-04-18,,,Danville,VA,24541,United States,,,candidatesocial,,,,,,,,,384952932,,,Example Candidate for Congress,115876,C00776658,,f,236683316,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,t,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011130,2021-04-14 9:24:47,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17193_660132_wkP7DQ,em20210414-17193,John,Fussell,175 Garfield Road,,West Hartford,CT,06107-2909,United States,Lawyer,Robert M Chevrie & Assoc.,pretend384953001@example.com,,,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384953001,,,Example Candidate for Congress,115876,C00776658,,f,236683369,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,MasterCard,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195011179,2021-04-14 9:26:05,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Hudson,Cavanagh,80 Meserole Street,,Brooklyn,NY,11206,United States,Data Engineer,Mighty.com,pretend384953062@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384953062,,,Example Candidate for Congress,115876,C00776658,,f,236683405,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,9.88,,,,VISA,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011182,2021-04-14 9:26:13,250,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_24908_ngTlx7,em20210414-17198-el,Peter,Meysenburg,561 W. 169th Street 2B,,New York,NY,10032,United States,Associate Director,ACLU,pretend384953065@example.com,,f,,400284813,2021-04-18,,,New York,NY,10004,United States,,,org-20210414-candidate-1,,,,,,,,,384953065,,,Example Candidate for Congress,115876,C00776658,,f,236683414,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,9.88,,t,,MasterCard,,,,,t,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011266,2021-04-14 9:28:15,18,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,home,Molly,Safar,58 Barbara Court,,Amityville,NY,11701,United States,Concierge product sourcing specialist,1stdibs,pretend384953167@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidateweb,,,,,,,,,384953167,,,Example Candidate for Congress,115876,C00776658,,f,236683490,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.72,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011295,2021-04-14 9:28:42,27,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,17198_1268086_2FR3-F,em20210414-17198,Ben,Castleman,227 Hancock St,,New York,NY,10024,United States,Student Programs Coordinator,PRSA,pretend384953197@example.com,,f,,400284813,2021-04-18,,,,,,,,,org-20210414-candidate-1,,,,,,,,,384953197,,,Example Candidate for Congress,115876,C00776658,,f,236683507,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,1.07,,,,,,,,,,,,,,,,,t,,,,unknown,,,,,,,,,,
AB195011339,2021-04-14 9:30:02,5,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Rebecca,Kenny,204 Royal Ave,,Royal Oak,MI,48073,United States,Not Employed,Not Employed,pretend384953257@example.com,,,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384953257,,,Example Candidate for Congress,115876,C00776658,,f,236683551,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.2,,,,VISA,,,,,t,t,,,,,t,,,,,,unknown,,,,,,,,,,
AB195011342,2021-04-14 9:30:03,10,,1,Example Candidate,https://secure.actblue.com/page/examplecandidate,,,TW,Jesse Jae Hoon,Eisenberg,31-11 Crescent Street Apt D1,,Astoria,NY,11106,United States,Front of House,Ars Nova,pretend384953263@example.com,9144772818,f,,400284813,2021-04-18,,,,,,,,,candidatesocial,,,,,,,,,384953263,,,Example Candidate for Congress,115876,C00776658,,f,236683552,2021-04-14 0:00:00,1312456,2021-04-18 0:00:00,,,,,0.4,,,,VISA,,,,,,t,,,,,,,t,,,,unknown,,,,,,,,,,
